,ID,loc,title,bedroom,bathroom,parking_space,price,region,log_price,sqrt_price,bath_to_bed_ratio
2702,4254,Ebonyi,Penthouse,5.0,2.0,3.0,2254468.071,South East,14.628424614401005,1501.4886183384808,0.4
2703,2598,Jigawa,Mansion,4.0,4.0,5.0,2332025.511,North West,14.662247765929562,1527.0970863046002,1.0
2705,6289,Bayelsa,Flat,4.0,2.0,5.0,2379211.927,South South,14.682279867705052,1542.4694249806057,0.5
2706,3152,Kano,Semi-detached duplex,7.0,2.0,6.0,2609396.332,North West,14.774629462125665,1615.3626007803944,0.286
2707,3426,Adamawa,Terrace duplex,5.0,2.0,2.0,1654971.224,North East,14.319294179330962,1286.4568488682394,0.4
2708,8408,Lagos,Semi-detached duplex,7.0,6.0,5.0,4373691.149,South West,15.291117867071938,2091.3371676991733,0.857
2710,5193,Niger,Mansion,9.0,2.0,4.0,4644794.71,North Central,15.351257733343827,2155.1785796077315,0.222
2711,1547,Imo,Apartment,4.0,5.0,4.0,1748530.532,South East,14.374286297157532,1322.3201321918984,1.25
2712,7700,Abia,Detached duplex,5.0,7.0,2.0,2063847.283,South East,14.540082412051563,1436.6096487912087,1.4
2713,2445,Yobe,Bungalow,4.0,2.0,3.0,1265322.78,North East,14.050837809650792,1124.865671980437,0.5
2714,6757,Rivers,Townhouse,7.0,2.0,5.0,3496200.767,South South,15.06718744174024,1869.8130299578083,0.286
2715,2454,Nasarawa,Townhouse,4.0,2.0,3.0,1920204.487,North Central,14.467942241978687,1385.7144319808465,0.5
2716,12769,Ondo,Townhouse,7.0,7.0,5.0,3133705.383,South West,14.957726690778495,1770.2274947023052,1.0
2717,1112,Kaduna,Penthouse,5.0,2.0,1.0,2375634.358,North West,14.680775057891793,1541.3092999135508,0.4
2718,10245,Kwara,Detached duplex,3.0,6.0,4.0,1867275.637,North Central,14.439991047941636,1366.4829442770224,2.0
2719,4938,Taraba,Flat,6.0,6.0,1.0,1930729.402,North East,14.47340841798149,1389.5068916705668,1.0
2720,2405,Benue,Penthouse,5.0,2.0,2.0,2447789.095,North Central,14.710695764899617,1564.5411771506688,0.4
2721,2489,Anambra,Townhouse,1.0,2.0,4.0,1491281.96,South East,14.215146683849436,1221.1805599500838,2.0
2722,1308,Abia,Penthouse,4.0,6.0,3.0,2116374.014,South East,14.565214811539455,1454.7762762706848,1.5
2723,1281,Akwa Ibom,Semi-detached duplex,4.0,2.0,1.0,2290745.585,South South,14.644387905509221,1513.5209232118332,0.5
2725,2626,Kano,Mansion,3.0,2.0,3.0,4282963.494,North West,15.270155733096322,2069.5321920666033,0.667
2727,12266,Bayelsa,Flat,5.0,7.0,2.0,2800438.64,South South,14.845286620018841,1673.451116704638,1.4
2730,1362,Kano,Flat,6.0,4.0,3.0,2080090.301,North West,14.54792186467745,1442.2518160848333,0.667
2731,8669,Lagos,Flat,1.0,7.0,3.0,2217887.416,South West,14.612065686361595,1489.2573370643504,7.0
2732,1940,Sokoto,Detached duplex,1.0,6.0,6.0,1323393.639,North West,14.095709933989681,1150.388473082028,6.0
2733,1527,Benue,Townhouse,5.0,1.0,3.0,1835182.37,North Central,14.422654418728712,1354.6890307373128,0.2
2734,5446,Ekiti,Detached duplex,8.0,3.0,3.0,3096993.427,South West,14.945942336576595,1759.827669688143,0.375
2737,12977,Osun,Penthouse,6.0,1.0,1.0,2790495.345,South West,14.841729681049406,1670.4775799153965,0.167
2738,7494,Enugu,Penthouse,1.0,3.0,4.0,1910889.739,South East,14.463079523493972,1382.3493549027323,3.0
2740,357,Nasarawa,Mansion,4.0,2.0,3.0,4712078.771,North Central,15.365639721279093,2170.7323121472164,0.5
2741,2162,Kaduna,Apartment,2.0,2.0,4.0,1039886.72,North West,13.854622342108083,1019.7483611166041,1.0
2742,10568,Imo,Semi-detached duplex,4.0,2.0,1.0,1500705.923,South East,14.221446170701107,1225.0330293506374,0.5
2743,3117,Osun,Mansion,2.0,1.0,3.0,2758698.815,South West,14.830269682688165,1660.9331157515044,0.5
2744,10733,Abia,Bungalow,5.0,3.0,1.0,1548855.935,South East,14.253027109909135,1244.5304074228159,0.6
2746,1942,Kaduna,Apartment,2.0,1.0,3.0,1028599.794,North West,13.843709012050718,1014.1990899226838,0.5
2747,764,Taraba,Terrace duplex,4.0,3.0,1.0,1396577.565,North East,14.149535205252443,1181.7688289170603,0.75
2748,808,Anambra,Bungalow,1.0,3.0,2.0,1129334.79,South East,13.937139335931658,1062.7016467475714,3.0
2750,415,Ondo,Detached duplex,7.0,6.0,6.0,3363740.241,South West,15.028564079792734,1834.0502285924451,0.857
2751,1857,Akwa Ibom,Detached duplex,3.0,2.0,3.0,2180222.795,South South,14.594937629084539,1476.5577520029483,0.667
2753,4253,Bayelsa,Flat,9.0,5.0,5.0,3852734.614,South South,15.164293743478522,1962.8384075109188,0.556
2754,6733,Bauchi,Penthouse,6.0,2.0,1.0,2336428.854,North East,14.664134190840908,1528.538142801808,0.333
2755,1613,Edo,Townhouse,5.0,2.0,3.0,2267700.222,South South,14.63427675784492,1505.8885157939148,0.4
2756,5141,Jigawa,Detached duplex,4.0,1.0,1.0,2452446.279,North West,14.712596565594591,1566.0288244473663,0.25
2757,11200,Lagos,Penthouse,2.0,1.0,1.0,3160660.344,South West,14.966291533352239,1777.8246100220347,0.5
2758,3704,Edo,Detached duplex,7.0,2.0,3.0,3041025.56,South South,14.92770537175407,1743.8536521164842,0.286
2759,1745,Gombe,Apartment,1.0,2.0,1.0,552016.8649,North East,13.221333877147591,742.9783744497548,2.0
2760,445,Oyo,Cottage,3.0,2.0,1.0,1370738.403,South West,14.13086013289857,1170.7853787095225,0.667
2761,8604,Kebbi,Apartment,7.0,5.0,6.0,1836426.05,North West,14.423331876619258,1355.147980849324,0.714
2765,2923,Yobe,Semi-detached duplex,4.0,2.0,3.0,1366743.356,North East,14.127941355578429,1169.0779939764498,0.5
2766,11389,Plateau,Semi-detached duplex,8.0,1.0,5.0,2436315.865,North Central,14.705997564841228,1560.8702268286113,0.125
2767,9813,Taraba,Flat,4.0,2.0,2.0,1412763.791,North East,14.161058479256512,1188.597404927337,0.5
2768,3373,Nasarawa,Terrace duplex,2.0,7.0,3.0,1546922.05,North Central,14.251777740438246,1243.7532110511313,3.5
2769,863,Sokoto,Mansion,2.0,2.0,2.0,1331961.965,North West,14.102163574869971,1154.1065657035315,1.0
2772,5269,Enugu,Apartment,5.0,7.0,5.0,1984846.67,South East,14.501052224787436,1408.845864528835,1.4
2773,524,Imo,Apartment,4.0,7.0,2.0,1396640.594,South East,14.149580335275536,1181.7954958451992,1.75
2775,8645,Ekiti,Bungalow,4.0,3.0,6.0,1356763.962,South West,14.120612982641083,1164.8021128071498,0.75
2776,8037,Zamfara,Bungalow,6.0,6.0,6.0,1848824.191,North West,14.430060422560295,1359.7147461875966,1.0
2777,3614,Edo,Mansion,4.0,1.0,3.0,3799209.175,South South,15.150303491196235,1949.1560160746496,0.25
2778,7267,Ebonyi,Apartment,4.0,3.0,6.0,795537.9672,South East,13.586773853088062,891.929351013857,0.75
2779,7,Ogun,Mansion,3.0,2.0,1.0,2274212.55,South West,14.637144418581594,1508.0492531744444,0.667
2780,2844,Adamawa,Flat,9.0,2.0,2.0,2481309.532,North East,14.724297015875408,1575.2172967562285,0.222
2781,2093,Kebbi,Cottage,3.0,1.0,3.0,651472.544,North West,13.3869905319115,807.1384912144879,0.333
2782,9323,Nasarawa,Apartment,7.0,1.0,4.0,2010268.347,North Central,14.513778777094279,1417.8393234072753,0.143
2783,1678,Edo,Apartment,5.0,2.0,3.0,1767993.778,South South,14.385356002942764,1329.6592713924872,0.4
2784,2561,Lagos,Semi-detached duplex,6.0,4.0,3.0,3904628.7,South West,15.177673253508594,1976.0133349752475,0.667
2785,2282,Kebbi,Townhouse,4.0,1.0,3.0,687900.9003,North West,13.441400066279058,829.397914333042,0.25
2786,2033,Ondo,Semi-detached duplex,2.0,2.0,3.0,1438676.703,South West,14.17923429280303,1199.4484995196751,1.0
2788,832,Zamfara,Mansion,4.0,1.0,3.0,1509444.638,North West,14.227252351736023,1228.5945783699358,0.25
2790,8714,Osun,Semi-detached duplex,4.0,5.0,6.0,1546684.308,South West,14.251624041503764,1243.6576329520917,1.25
2792,6063,Edo,Apartment,1.0,7.0,2.0,1152588.385,South South,13.9575207407172,1073.5866918884567,7.0
2793,7031,Delta,Apartment,6.0,2.0,2.0,2349431.152,South South,14.669683793839647,1532.785422686424,0.333
2796,4829,Ebonyi,Bungalow,4.0,5.0,3.0,1406898.585,South East,14.15689825460746,1186.127558486017,1.25
2797,3927,Jigawa,Penthouse,4.0,1.0,2.0,1877139.877,North West,14.445259834369036,1370.0875435533308,0.25
2799,730,Ekiti,Flat,3.0,2.0,3.0,1396577.565,South West,14.149535205252443,1181.7688289170603,0.667
2801,726,Rivers,Terrace duplex,5.0,1.0,3.0,2403150.109,South South,14.692290980100104,1550.209698395672,0.2
2802,2001,Ondo,Detached duplex,5.0,6.0,4.0,2776078.996,South West,14.83655005697628,1666.156954191291,1.2
2803,3063,Osun,Penthouse,2.0,7.0,6.0,2279935.347,South West,14.63965764394962,1509.9454781547577,3.5
2806,6228,Benue,Terrace duplex,8.0,7.0,1.0,2554065.831,North Central,14.75319709088848,1598.1444962831113,0.875
2807,2120,Niger,Apartment,7.0,1.0,3.0,1841222.189,North Central,14.425940142232141,1356.9164266822036,0.143
2808,4950,Ebonyi,Bungalow,4.0,7.0,1.0,1425280.992,South East,14.169879539614435,1193.851327427331,1.75
2809,637,Ogun,Apartment,3.0,7.0,3.0,1752451.832,South West,14.376526412206449,1323.8020365598475,2.333
2811,978,Enugu,Townhouse,2.0,1.0,3.0,1683925.308,South East,14.336638118881504,1297.6614766571442,0.5
2812,427,Katsina,Townhouse,7.0,2.0,6.0,2467772.814,North West,14.718826607096078,1570.914642493347,0.286
2813,8416,Plateau,Semi-detached duplex,3.0,1.0,3.0,1326096.647,North Central,14.097750333195561,1151.5626978154512,0.333
2814,3733,Rivers,Penthouse,2.0,2.0,3.0,2933900.473,South South,14.891843315160145,1712.8632382650987,1.0
2815,1744,Edo,Townhouse,1.0,6.0,6.0,1697888.182,South South,14.344895790917079,1303.030384143056,6.0
2816,6110,Kano,Flat,3.0,2.0,1.0,1396577.565,North West,14.149535205252443,1181.7688289170603,0.667
2817,3601,Kano,Mansion,4.0,1.0,4.0,4722765.387,North West,15.367905073073185,2173.1924413176116,0.25
2818,9932,Ebonyi,Flat,4.0,6.0,4.0,1452525.873,South East,14.18881458028622,1205.2078132006943,1.5
2819,10043,Plateau,Detached duplex,7.0,5.0,4.0,2721226.877,North Central,14.816593394296813,1649.6141600386436,0.714
2821,1853,Nasarawa,Mansion,5.0,7.0,3.0,4153381.4,North Central,15.239433355622213,2037.9846417478225,1.4
2822,754,Bayelsa,Mansion,8.0,6.0,1.0,7254732.94,South South,15.79716463314737,2693.4611450696666,0.75
2823,4121,Katsina,Terrace duplex,8.0,3.0,4.0,2412892.668,North West,14.69633686288849,1553.3488558594943,0.375
2825,6428,Borno,Detached duplex,9.0,5.0,4.0,2896073.494,North East,14.878866409928165,1701.7853842362144,0.556
2826,11893,Sokoto,Mansion,4.0,6.0,2.0,3177296.496,North West,14.97154123467611,1782.4972639530192,1.5
2827,2211,Enugu,Townhouse,2.0,1.0,3.0,1669979.308,South East,14.328321793897015,1292.2767923320453,0.5
2828,12462,Enugu,Flat,5.0,1.0,6.0,1996150.39,South East,14.506731078706585,1412.8518641386293,0.2
2829,5770,Kano,Terrace duplex,6.0,7.0,6.0,2469745.675,North West,14.719625737715795,1571.5424509061154,1.167
2830,732,Benue,Cottage,3.0,1.0,2.0,1326349.471,North Central,14.097940967794356,1151.6724668932568,0.333
2831,2379,Yobe,Apartment,4.0,1.0,3.0,1084623.095,North East,13.89674310672684,1041.4523968957967,0.25
2832,861,Anambra,Flat,3.0,2.0,1.0,1376589.343,South East,14.135119507379315,1173.281442365812,0.667
2833,945,Ogun,Flat,8.0,7.0,1.0,2952487.359,South West,14.898158545588096,1718.2803493609533,0.875
2835,472,Abia,Penthouse,2.0,2.0,3.0,1589818.003,South East,14.279130104122952,1260.8798527218999,1.0
2836,5021,Ondo,Terrace duplex,7.0,7.0,5.0,2885616.375,South West,14.875249083285057,1698.710209247004,1.0
2837,3527,Benue,Semi-detached duplex,9.0,4.0,3.0,2776218.71,North Central,14.836600383528431,1666.1988806862162,0.444
2838,6366,Edo,Flat,4.0,4.0,4.0,1849724.0,South South,14.430546996735504,1360.0455874712436,1.0
2839,2938,Benue,Mansion,8.0,6.0,2.0,4521225.918,North Central,15.324293735831162,2126.3174546619325,0.75
2843,1848,Sokoto,Apartment,6.0,7.0,5.0,1694109.223,North West,14.342667628502873,1301.5795108252128,1.167
2844,2362,Lagos,Bungalow,1.0,2.0,3.0,1436290.311,South West,14.177574174591967,1198.453299465607,2.0
2848,4304,Taraba,Semi-detached duplex,8.0,5.0,2.0,2507008.11,North East,14.73460061207736,1583.353438117971,0.625
2850,2013,Yobe,Terrace duplex,6.0,3.0,3.0,1898579.959,North East,14.456616774701523,1377.889675917488,0.5
2851,5677,Jigawa,Detached duplex,4.0,2.0,6.0,1843321.539,North West,14.427079686437425,1357.6897801044242,0.5
2852,992,Ondo,Townhouse,4.0,2.0,3.0,1719013.685,South West,14.357261245357149,1311.1116218690154,0.5
2853,10977,Kwara,Townhouse,5.0,2.0,5.0,2009280.681,North Central,14.5132873458352,1417.4909809236883,0.4
2854,2129,Gombe,Cottage,5.0,1.0,4.0,868973.5528,North East,13.675067969722264,932.1875094636272,0.2
2855,1202,Cross River,Semi-detached duplex,3.0,2.0,3.0,1821344.756,South South,14.415085663140887,1349.5720640262232,0.667
2856,4138,Ogun,Detached duplex,4.0,7.0,5.0,2573696.572,South West,14.760853778293711,1604.2744690357695,1.75
2857,12377,Anambra,Penthouse,8.0,2.0,3.0,3828413.211,South East,15.157960970086776,1956.633131427555,0.25
2858,3863,Gombe,Mansion,1.0,2.0,3.0,2098638.485,North East,14.556799351953888,1448.6678311469473,2.0
2859,1051,Ebonyi,Townhouse,3.0,2.0,1.0,1182313.729,South East,13.98298386389577,1087.342507676399,0.667
2860,12083,Borno,Townhouse,4.0,7.0,3.0,2343893.254,North East,14.66732388853967,1530.9778750850712,1.75
2861,284,Anambra,Penthouse,1.0,3.0,6.0,1995473.506,South East,14.506391926509822,1412.6122985447919,3.0
2862,12353,Delta,Apartment,4.0,7.0,5.0,2736762.971,South South,14.822286382518923,1654.3164663993405,1.75
2863,7209,Jigawa,Mansion,9.0,2.0,3.0,4129874.823,North West,15.233757655276914,2032.2093452693302,0.222
2864,7834,Ebonyi,Bungalow,3.0,1.0,3.0,1086161.073,South East,13.898160086157596,1042.1905166523059,0.333
2865,1476,Akwa Ibom,Semi-detached duplex,4.0,2.0,4.0,2484829.688,South South,14.72571467914807,1576.3342564316745,0.5
2866,7330,Borno,Detached duplex,9.0,3.0,6.0,2870797.684,North East,14.870100487793964,1694.3428472419623,0.333
2867,10962,Borno,Townhouse,4.0,6.0,6.0,1391892.67,North East,14.14617501201871,1179.7850100759883,1.5
2868,10793,Jigawa,Apartment,3.0,5.0,3.0,1093062.407,North West,13.904493862509492,1045.4962491563515,1.667
2870,12228,Sokoto,Semi-detached duplex,2.0,2.0,2.0,1124507.943,North West,13.932856113940375,1060.4281885163182,1.0
2871,8875,Kano,Penthouse,1.0,2.0,5.0,1822094.31,North West,14.415497117262664,1349.8497360817612,2.0
2872,10340,Sokoto,Mansion,2.0,2.0,3.0,2310196.403,North West,14.652843101827454,1519.933025827125,1.0
2874,7196,Benue,Townhouse,8.0,5.0,3.0,2727016.013,North Central,14.81871853383102,1651.3679217545675,0.625
2875,2329,Akwa Ibom,Apartment,5.0,3.0,1.0,2019383.016,South South,14.518302585098054,1421.0499695647582,0.6
2876,9058,Ogun,Townhouse,4.0,7.0,2.0,2504692.664,South West,14.733676595952232,1582.622085022195,1.75
2877,605,Nasarawa,Flat,7.0,7.0,6.0,2462479.358,North Central,14.716679269455176,1569.2289055456504,1.0
2880,7199,Yobe,Flat,4.0,7.0,4.0,1479935.119,North East,14.207508806265848,1216.5258398406504,1.75
2881,1596,Zamfara,Apartment,3.0,1.0,4.0,981546.8553,North West,13.796885030020746,990.7304655152177,0.333
2882,786,Zamfara,Apartment,6.0,4.0,3.0,1558396.805,North West,14.259168161688635,1248.3576430654798,0.667
2883,1547,Borno,Cottage,3.0,1.0,1.0,1076214.44,North East,13.888960293527816,1037.4075573273988,0.333
2884,4997,Kano,Bungalow,7.0,3.0,4.0,2239430.669,North West,14.621732225900667,1496.4727424848072,0.429
2885,8973,Cross River,Townhouse,2.0,2.0,2.0,1794276.336,South South,14.400112343183762,1339.5060044658255,1.0
2886,1924,Gombe,Mansion,4.0,4.0,1.0,3057426.943,North East,14.933084251899855,1748.5499543907804,1.0
2888,5777,Ekiti,Townhouse,5.0,6.0,2.0,2293387.785,South West,14.645540664418847,1514.393537030583,1.2
2889,5288,Kwara,Penthouse,1.0,1.0,3.0,1407002.721,North Central,14.156972269996576,1186.1714551446598,1.0
2890,6716,Benue,Townhouse,6.0,2.0,4.0,2354797.57,North Central,14.67196532420094,1534.5349686468535,0.333
2891,1738,Bayelsa,Apartment,3.0,2.0,3.0,1799282.926,South South,14.402898769049768,1341.3735221779204,0.667
2892,2889,Anambra,Terrace duplex,4.0,1.0,1.0,1465504.304,South East,14.197709976010382,1210.5801518280398,0.25
2893,3114,Ekiti,Apartment,7.0,2.0,2.0,2000113.153,South West,14.50871431342383,1414.2535674340722,0.286
2894,2760,Kaduna,Townhouse,3.0,1.0,1.0,1395261.241,North West,14.148592225238902,1181.2117680585475,0.333
2895,1130,Edo,Terrace duplex,4.0,5.0,4.0,2082114.832,South South,14.54889468129507,1442.9535099926122,1.25
2897,9940,Kogi,Flat,2.0,2.0,6.0,1223186.336,North Central,14.016969762834792,1105.9775476925379,1.0
2898,3377,Borno,Semi-detached duplex,4.0,2.0,1.0,1560565.874,North East,14.260559053195154,1249.2261100377305,0.5
2899,893,Jigawa,Detached duplex,5.0,1.0,1.0,1742700.642,North West,14.370946561042537,1320.1138746335484,0.2
2900,5374,Katsina,Detached duplex,4.0,1.0,3.0,1928437.894,North West,14.472220851807986,1388.6820708859175,0.25
2901,8355,Niger,Bungalow,2.0,3.0,2.0,1202553.562,North Central,13.99995782217382,1096.6100318709473,1.5
2903,12869,Kwara,Penthouse,8.0,5.0,3.0,3249103.116,North Central,14.993889551913071,1802.5268697026404,0.625
2905,2990,Kaduna,Terrace duplex,4.0,2.0,3.0,1291883.209,North West,14.071611563727927,1136.6104033484826,0.5
2906,2873,Katsina,Mansion,7.0,7.0,1.0,4225972.337,North West,15.25675993123042,2055.7169885468184,1.0
2907,1421,Oyo,Cottage,4.0,1.0,4.0,1284003.935,South West,14.065493827869092,1133.138974265734,0.25
2908,11399,Abia,Townhouse,3.0,2.0,5.0,1455718.026,South East,14.19100982552204,1206.5314028238138,0.667
2909,8090,Plateau,Townhouse,3.0,7.0,6.0,1811129.7,North Central,14.40946135219178,1345.7821889146846,2.333
2910,10754,Niger,Bungalow,1.0,3.0,4.0,976107.0129,North Central,13.79132750374948,987.9812816546678,3.0
2911,6390,Rivers,Detached duplex,5.0,7.0,6.0,3638932.416,South South,15.10720090428663,1907.598599286548,1.4
2912,1574,Abia,Bungalow,3.0,7.0,6.0,1341706.76,South East,14.10945306295001,1158.32066371968,2.333
2913,8469,Oyo,Mansion,3.0,4.0,3.0,3436419.683,South West,15.049940697526166,1853.7582590510556,1.333
2918,1192,Kano,Bungalow,4.0,6.0,3.0,2776430.037,North West,14.836676501075113,1666.2622953784917,1.5
2919,5534,Akwa Ibom,Bungalow,5.0,3.0,3.0,2494942.092,South South,14.72977607727917,1579.5385693296635,0.6
2920,6385,Lagos,Terrace duplex,5.0,2.0,2.0,3288872.924,South West,15.006055487757099,1813.5249995519775,0.4
2921,3836,Delta,Mansion,4.0,1.0,4.0,5471012.434,South South,15.514974245754036,2339.0195454506147,0.25
2922,2258,Delta,Penthouse,4.0,2.0,4.0,3111624.503,South South,14.95065549601058,1763.9797342940196,0.5
2923,6916,Osun,Apartment,4.0,4.0,5.0,2123269.849,South West,14.568467840003128,1457.1444159725556,1.0
2924,7602,Plateau,Semi-detached duplex,6.0,2.0,6.0,2079878.974,North Central,14.547820264407731,1442.1785513590194,0.333
2925,2775,Oyo,Penthouse,1.0,1.0,4.0,1942188.629,South West,14.479326054424398,1393.6242782758916,1.0
2927,5037,Bayelsa,Penthouse,6.0,4.0,1.0,4304251.783,South South,15.27511387888037,2074.669077949541,0.667
2928,12773,Kebbi,Townhouse,4.0,2.0,2.0,2563698.71,North West,14.756961582317803,1601.1554296819531,0.5
2929,12334,Akwa Ibom,Townhouse,8.0,4.0,3.0,3651205.443,South South,15.110567929391552,1910.812770262958,0.5
2930,1424,Katsina,Terrace duplex,2.0,2.0,3.0,1176208.821,North West,13.977806960554773,1084.531613647108,1.0
2933,2723,Nasarawa,Penthouse,3.0,2.0,3.0,2282667.2,North Central,14.640855141780438,1510.8498270840819,0.667
2934,1690,Imo,Cottage,4.0,2.0,2.0,1681764.497,South East,14.335354096038003,1296.8286305445295,0.5
2936,2279,Taraba,Mansion,6.0,2.0,6.0,4155320.431,North East,15.239900102672387,2038.4603089096436,0.333
2937,855,Taraba,Terrace duplex,3.0,2.0,4.0,1414616.534,North East,14.162369051625435,1189.3765316332756,0.667
2938,3803,Plateau,Detached duplex,5.0,4.0,3.0,2194760.76,North Central,14.601583605384935,1481.4724972134986,0.8
2939,3374,Ebonyi,Bungalow,4.0,1.0,3.0,1164013.668,South East,13.967384649472622,1078.8946510202004,0.25
2941,1742,Ogun,Terrace duplex,3.0,2.0,4.0,1915744.752,South West,14.465617009431796,1384.1043139879307,0.667
2942,2290,Zamfara,Townhouse,3.0,3.0,6.0,1478490.579,North West,14.20653224625572,1215.9319795942533,1.0
2943,465,Bauchi,Townhouse,1.0,2.0,3.0,932790.7105,North East,13.745936135802362,965.8109082527491,2.0
2944,3131,Akwa Ibom,Mansion,1.0,2.0,2.0,4854548.02,South South,15.395426559596332,2203.3038873473624,2.0
